"Checked"	"Protein Group FDR Confidence: Combined"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. Protein Group q-value: Combined"	"Exp. Protein q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Protein Unique Peptides"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score CHIMERYS on Ardia Server: CHIMERYS on Ardia Server"	"# Peptides (by Search Engine): CHIMERYS on Ardia Server"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Gene ID"	"Reactome Pathways"	"# Protein Pathway Groups"	"# Razor Peptides"	"Abundance: F4: Sample, AS, RA, kd, d7"	"Abundance: F5: Sample, AS, RA, kd, d7"	"Abundance: F6: Sample, AS, RA, kd, d7"	"Abundance: F10: Sample, AS, RA, sc, d7"	"Abundance: F11: Sample, AS, RA, sc, d7"	"Abundance: F12: Sample, AS, RA, sc, d7"	"Abundance: F16: Sample, BE, RA, kd, d7"	"Abundance: F17: Sample, BE, RA, kd, d7"	"Abundance: F18: Sample, BE, RA, kd, d7"	"Abundance: F22: Sample, BE, RA, sc, d7"	"Abundance: F23: Sample, BE, RA, sc, d7"	"Abundance: F24: Sample, BE, RA, sc, d7"	"Found in Sample: F4: Sample, AS, RA, kd, d7"	"Found in Sample: F5: Sample, AS, RA, kd, d7"	"Found in Sample: F6: Sample, AS, RA, kd, d7"	"Found in Sample: F10: Sample, AS, RA, sc, d7"	"Found in Sample: F11: Sample, AS, RA, sc, d7"	"Found in Sample: F12: Sample, AS, RA, sc, d7"	"Found in Sample: F16: Sample, BE, RA, kd, d7"	"Found in Sample: F17: Sample, BE, RA, kd, d7"	"Found in Sample: F18: Sample, BE, RA, kd, d7"	"Found in Sample: F22: Sample, BE, RA, sc, d7"	"Found in Sample: F23: Sample, BE, RA, sc, d7"	"Found in Sample: F24: Sample, BE, RA, sc, d7"	"# Protein Groups"	"Modifications"	"Abundances (Grouped): AS, RA, kd, d7"	"Abundances (Grouped): AS, RA, sc, d7"	"Abundances (Grouped): BE, RA, kd, d7"	"Abundances (Grouped): BE, RA, sc, d7"	"Abundances (Grouped) CV [%]: AS, RA, kd, d7"	"Abundances (Grouped) CV [%]: AS, RA, sc, d7"	"Abundances (Grouped) CV [%]: BE, RA, kd, d7"	"Abundances (Grouped) CV [%]: BE, RA, sc, d7"
"False"	"High"	"High"	"IsMasterProtein"	"Q7Z2T5"	"TRMT1-like protein OS=Homo sapiens OX=9606 GN=TRMT1L PE=1 SV=2"	"0.00000"	"0.00000"	"131.057"	"58"	"33"	"446"	"0"	"33"	"733"	"81.7"	"7.88"	"153.65"	"33"	"RNA metabolism OR transcription;other metabolic processes"	"nucleus"	"nucleic acid binding activity;other molecular function"	"Pf02005"	"81627"	"ENSG00000121486"	"TRMT1L"	"hsa:81627; Q5TEN0; Q6ZMX0; Q7Z2T5; Q8IWH5; Q8NC68; Q9BZQ1"	""	"0"	"0"	"10683054.9621582"	"14942828.15625"	"12003352.1728516"	"4381725.37646484"	"6375050.64160156"	"2578381.79248047"	"9887135.05761719"	"7574197.52539063"	"9060656.68078613"	"6342534.96801758"	"4929.9892578125"	"8191889.2789917"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""	"12003352.1728516"	"4381725.37646484"	"9060656.68078613"	"6342534.96801758"	"17.38"	"42.72"	"13.26"	"88.59"
"False"	"High"	"High"	"IsMasterProtein"	"P78316"	"Nucleolar protein 14 OS=Homo sapiens OX=9606 GN=NOP14 PE=1 SV=3"	"0.00000"	"0.00000"	"130.875"	"44"	"33"	"442"	"0"	"33"	"857"	"97.6"	"7.58"	"133.69"	"33"	"RNA metabolism OR transcription;other metabolic processes;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf04147"	"8602"	"ENSG00000087269"	"NOP14"	"D3DVR6; hsa:8602; P78316; Q7LGI5; Q7Z6K0; Q8TBR6"	"Major pathway of rRNA processing in the nucleolus and cytosol; rRNA modification in the nucleus and cytosol"	"2"	"0"	"6423189.30407715"	"7503777.73962402"	"6879897.0546875"	"3611934.19189453"	"4149679.02636719"	"2011117.75976563"	"8476129.91796875"	"6963344.24450684"	"8377909.48828125"	"6560906.11767578"	""	"6511590.52954102"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"6879897.0546875"	"3611934.19189453"	"8377909.48828125"	"6536201.81306126"	"7.82"	"34.15"	"10.66"	"0.53"
"False"	"High"	"High"	"IsMasterProtein"	"P35612"	"Beta-adducin OS=Homo sapiens OX=9606 GN=ADD2 PE=1 SV=3"	"0.00000"	"0.00000"	"130.770"	"47"	"27"	"213"	"0"	"26"	"726"	"80.8"	"5.92"	"81.68"	"27"	"cell adhesion;cell organization and biogenesis;developmental processes;other biological processes"	"plasma membrane;other membranes;cytosol;cytoskeleton;other cell component"	"cytoskeletal activity;other molecular function"	"Pf00596"	"119"	"ENSG00000075340"	"ADD2"	"A8K4P2; B4DM17; D6W5G7; D6W5G8; hsa:119; P35612; Q13482; Q16412; Q59G82; Q5U5P4; Q6P0P2; Q6PGQ4; Q7Z688; Q7Z689; Q7Z690; Q7Z691"	"Miscellaneous transport and binding events"	"1"	"2"	"1040902.23828125"	"1407927.796875"	"1348018.046875"	"690160.522460938"	"707539.34375"	"425130.6484375"	"10912836.6210938"	"10161572.1972656"	"10544645.4082031"	"8157604.89453125"	""	"8049399.75585938"	"n/a"	"n/a"	"n/a"	"High"	"n/a"	"n/a"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"1348018.046875"	"690160.522460938"	"10544645.4082031"	"8103321.71682928"	"15.56"	"26.05"	"3.56"	"0.94"
"False"	"High"	"High"	"IsMasterProtein"	"P49959"	"Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3"	"0.00000"	"0.00000"	"130.737"	"47"	"28"	"319"	"0"	"28"	"708"	"80.5"	"5.90"	"132.46"	"28"	"cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;signal transduction;other biological processes"	"cytosol;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00149, Pf04152"	"4361"	"ENSG00000020922"	"MRE11"	"B3KTC7; hsa:4361; O43475; P49959"	"Resolution of D-loop Structures through Holliday Junction Intermediates; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Regulation of TP53 Activity through Phosphorylation; Processing of DNA double-strand break ends; Presynaptic phase of homologous DNA pairing and strand exchange; G2/M DNA damage checkpoint; Cytosolic sensors of pathogen-associated DNA ; Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA); Defective homologous recombination repair (HRR) due to BRCA1 loss of function; Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function; Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function; Impaired BRCA2 binding to PALB2; Meiotic recombination; HDR through Single Strand Annealing (SSA); Impaired BRCA2 binding to RAD51; DNA Damage/Telomere Stress Induced Senescence; Nonhomologous End-Joining (NHEJ); HDR through MMEJ (alt-NHEJ); Sensing of DNA Double Strand Breaks; IRF3-mediated induction of type I IFN"	"32"	"0"	"3970622.90820313"	"5909436.66210938"	"4690107.25341797"	"1737749.91113281"	"2444757.75195313"	"1077092.53955078"	"21035467.7021484"	"17742807.1777344"	"21854997.6386719"	"15121758.7087402"	""	"15531294.625"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"4690107.25341797"	"1737749.91113281"	"21035467.7021484"	"15325158.7187084"	"20.18"	"39.01"	"10.77"	"1.89"
"False"	"High"	"High"	"IsMasterProtein"	"P62191"	"26S proteasome regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMC1 PE=1 SV=1"	"0.00000"	"0.00000"	"130.735"	"68"	"27"	"493"	"0"	"25"	"440"	"49.2"	"6.21"	"229.76"	"28"	"protein metabolism;other metabolic processes"	"cytosol;nucleus;other cell component"	"other molecular function"	"Pf00004, Pf16450, Pf17862"	"5700"	"ENSG00000100764"	"PSMC1"	"B4DR63; hsa:5700; P49014; P62191; Q03527; Q6IAW0; Q6NW36; Q96AZ3"	"FCERI mediated NF-kB activation; Downstream TCR signaling; Antigen processing: Ubiquitination & Proteasome degradation; Proteasome assembly; Ub-specific processing proteases; Separation of Sister Chromatids; The role of GTSE1 in G2/M progression after G2 checkpoint; Somitogenesis; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Neddylation; Regulation of expression of SLITs and ROBOs; ER-Phagosome pathway; Activation of NF-kappaB in B cells; Cross-presentation of soluble exogenous antigens (endosomes); Autodegradation of Cdh1 by Cdh1:APC/C; SCF-beta-TrCP mediated degradation of Emi1; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Vpu mediated degradation of CD4; Vif-mediated degradation of APOBEC3G; SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Regulation of activated PAK-2p34 by proteasome mediated degradation; Autodegradation of the E3 ubiquitin ligase COP1; Regulation of ornithine decarboxylase (ODC); ABC-family proteins mediated transport; AUF1 (hnRNP D0) binds and destabilizes mRNA; Asymmetric localization of PCP proteins; Degradation of AXIN; Degradation of DVL; Hedgehog ligand biogenesis; Hh mutants are degraded by ERAD; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; Degradation of GLI2 by the proteasome; GLI3 is processed to GLI3R by the proteasome; Hedgehog 'on' state; Regulation of RAS by GAPs; NIK-->noncanonical NF-kB signaling; Defective CFTR causes cystic fibrosis; MAPK6/MAPK4 signaling; UCH proteinases; Assembly of the pre-replicative complex; Orc1 removal from chromatin; CDK-mediated phosphorylation and removal of Cdc6; G2/M Checkpoints; Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Regulation of RUNX3 expression and activity; Regulation of PTEN stability and activity; Interleukin-1 signaling; Negative regulation of NOTCH4 signaling; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Degradation of CDH1; GSK3B-mediated proteasomal degradation of PD-L1(CD274); SPOP-mediated proteasomal degradation of PD-L1(CD274); AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274); Degradation of CRY and PER proteins; Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; N-glycan trimming in the ER and Calnexin/Calreticulin cycle"	"71"	"0"	"34415095.2177734"	"49416033.3242188"	"37335691.0859375"	"13957496.6035156"	"24726119.0732422"	"10067473.2705078"	"32869915.4267578"	"32034233.2792969"	"33292195.6738281"	"27325660.925293"	"4674.31396484375"	"31800752.550293"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""	"37335691.0859375"	"13957496.6035156"	"32869915.4267578"	"27325660.925293"	"19.69"	"46.73"	"1.96"	"87.32"
"False"	"High"	"High"	"IsMasterProtein"	"Q9Y4C8"	"Probable RNA-binding protein 19 OS=Homo sapiens OX=9606 GN=RBM19 PE=1 SV=3"	"0.00000"	"0.00000"	"130.710"	"44"	"33"	"396"	"0"	"33"	"960"	"107.3"	"6.54"	"135.02"	"33"	"other biological processes"	"nucleus;other cell component"	""	"Pf00076"	"9904"	"ENSG00000122965"	"RBM19"	"A8K5X9; hsa:9904; Q9BPY6; Q9UFN5; Q9Y4C8"	""	"1"	"0"	"8276037.35351563"	"11216192.1230469"	"10262767.8583984"	"4013446.91308594"	"5579075.63623047"	"3082072.39501953"	"7503320.91210938"	"6919292.65380859"	"7543008.34277344"	"5824072.71875"	"1691.29919433594"	"5638225.93066406"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""	"10262767.8583984"	"4013446.91308594"	"7503320.91210938"	"5638225.93066406"	"15.12"	"29.87"	"4.77"	"86.60"
"False"	"High"	"High"	"IsMasterProtein"	"Q02413"	"Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2"	"0.00000"	"0.00000"	"130.646"	"34"	"27"	"60"	"0"	"27"	"1049"	"113.7"	"5.03"	"20.47"	"27"	"cell adhesion;cell organization and biogenesis;other biological processes"	"plasma membrane;other membranes;cytosol;nucleus;other cell component"	"other molecular function"	"Pf00028, Pf01049"	"1828"	"ENSG00000134760"	"DSG1"	"B7Z845; hsa:1828; Q02413"	"Neutrophil degranulation; Formation of the cornified envelope; RND2 GTPase cycle; RND3 GTPase cycle; Apoptotic cleavage of cell adhesion  proteins"	"6"	"0"	""	""	""	"64765.15625"	"15837548.8789063"	"35543.4033203125"	""	"118893.220703125"	""	"30562.6416015625"	""	"41933.0859375"	"n/a"	"n/a"	"n/a"	"High"	"High"	"High"	"n/a"	"High"	"n/a"	"High"	"n/a"	"High"	"1"	""	""	"64765.15625"	"118893.220703125"	"35799.244080781"	""	"171.57"	""	"22.18"
"False"	"High"	"High"	"IsMasterProtein"	"Q8TDD1"	"ATP-dependent RNA helicase DDX54 OS=Homo sapiens OX=9606 GN=DDX54 PE=1 SV=2"	"0.00000"	"0.00000"	"130.640"	"46"	"33"	"420"	"0"	"32"	"881"	"98.5"	"10.02"	"146.17"	"33"	"RNA metabolism OR transcription;other metabolic processes;signal transduction;other biological processes"	"ER/Golgi;nucleus"	"signal transduction activity or receptor binding;other molecular function"	"Pf00270, Pf00271, Pf08147"	"79039"	"ENSG00000123064"	"DDX54"	"hsa:79039; Q86YT8; Q8TDD1; Q9BRZ1"	""	"0"	"1"	"10777780.9169922"	"14044570.7680664"	"9099701.24414063"	"3411696.28076172"	"6214595.80957031"	"2177154.56933594"	"8789524.6171875"	"6891732.37109375"	"8283107.8828125"	"7368022.56054688"	""	"8884952.59375"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"10777780.9169922"	"3411696.28076172"	"8283107.8828125"	"8091015.45914599"	"22.24"	"52.58"	"12.30"	"13.20"
"False"	"High"	"High"	"IsMasterProtein"	"Q9Y5Q9"	"General transcription factor 3C polypeptide 3 OS=Homo sapiens OX=9606 GN=GTF3C3 PE=1 SV=1"	"0.00000"	"0.00000"	"130.606"	"55"	"38"	"395"	"0"	"38"	"886"	"101.2"	"5.07"	"118.87"	"38"	"RNA metabolism OR transcription;other metabolic processes"	"other membranes;nucleus;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf13181"	"9330"	"ENSG00000119041"	"GTF3C3"	"hsa:9330; Q4ZG48; Q86XJ8; Q8WX84; Q96B44; Q9H5I8; Q9NT97; Q9Y5Q9"	"RNA Polymerase III Abortive And Retractive Initiation; RNA Polymerase III Transcription Initiation From Type 1 Promoter; RNA Polymerase III Transcription Initiation From Type 2 Promoter"	"3"	"0"	"4936595.38085938"	"6557066.18164063"	"5424689.85742188"	"2149778.37182617"	"3131001.84680176"	"1641477.43896484"	"7812041.59375"	"6654579.58105469"	"7504410.55859375"	"5077929.25146484"	""	"5454215.11816406"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"5424689.85742188"	"2149778.37182617"	"7504410.55859375"	"5262710.18509542"	"14.74"	"32.81"	"8.19"	"5.05"
"False"	"High"	"High"	"IsMasterProtein"	"Q9H269"	"Vacuolar protein sorting-associated protein 16 homolog OS=Homo sapiens OX=9606 GN=VPS16 PE=1 SV=2"	"0.00000"	"0.00000"	"130.602"	"59"	"35"	"399"	"0"	"35"	"839"	"94.6"	"6.77"	"146.88"	"35"	"cell organization and biogenesis;other metabolic processes;transport;other biological processes"	"other membranes;other cytoplasmic organelle;other cell component"	"cytoskeletal activity"	"Pf04840, Pf04841"	"64601"	"ENSG00000215305"	"VPS16"	"hsa:64601; Q5JUB1; Q8WU31; Q96EE7; Q96N92; Q9H1Q4; Q9H1Q5; Q9H269"	"SARS-CoV-2 modulates autophagy"	"4"	"0"	"9604980.86279297"	"12888333.1582031"	"11276751.6484375"	"3656499.26074219"	"5303522.453125"	"2052852.45898438"	"8213148.21191406"	"5889444.33203125"	"7012962.78320313"	"4064585.66308594"	""	"5777860.04638672"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"11276751.6484375"	"3656499.26074219"	"7012962.78320313"	"4846091.94174652"	"14.58"	"44.28"	"16.51"	"24.62"
"False"	"High"	"High"	"IsMasterProtein"	"Q9NVI7"	"ATPase family AAA domain-containing protein 3A OS=Homo sapiens OX=9606 GN=ATAD3A PE=1 SV=2"	"0.00000"	"0.00000"	"130.598"	"49"	"27"	"385"	"0"	"11"	"634"	"71.3"	"8.98"	"172.24"	"27"	""	""	""	""	""	""	""	""	""	"0"	"21"	"24674572.4951172"	"27987236.5571289"	"25073110.6303711"	"11283878.1083984"	"15305908.4763184"	"8881167.39453125"	"21976557.2158203"	"19134619.269043"	"21138928.9960938"	"25661910.8757324"	"4655.80017089844"	"25318268.6396484"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"25073110.6303711"	"11283878.1083984"	"21138928.9960938"	"25318268.6396484"	"6.98"	"27.46"	"7.04"	"86.58"
"False"	"High"	"High"	"IsMasterProtein"	"Q9NQX3"	"Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1"	"0.00000"	"0.00000"	"130.506"	"61"	"34"	"414"	"0"	"34"	"736"	"79.7"	"5.43"	"151.53"	"34"	"cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;other biological processes"	"plasma membrane;other membranes;cytosol;cytoskeleton;other cell component"	"signal transduction activity or receptor binding;other molecular function"	"Pf00994, Pf03453, Pf03454"	"10243"	"ENSG00000171723"	"GPHN"	"hsa:10243; Q96KU4; Q9H4E9; Q9NQX3; Q9P2G2"	"Molybdenum cofactor biosynthesis"	"6"	"0"	"5967340.67480469"	"8538822.48144531"	"6967652.48632813"	"3185249.28125"	"5153990.59960938"	"2885935.17871094"	"12926266.2587891"	"11799549.78125"	"12611293.4326172"	"8608158.90429688"	"4035.65698242188"	"8535565.95214844"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""	"6967652.48632813"	"3185249.28125"	"12611293.4326172"	"8535565.95214844"	"18.11"	"32.93"	"4.67"	"86.54"
"False"	"High"	"High"	"IsMasterProtein"	"Q9NXV6"	"CDKN2A-interacting protein OS=Homo sapiens OX=9606 GN=CDKN2AIP PE=1 SV=3"	"0.00000"	"0.00000"	"130.370"	"65"	"28"	"351"	"0"	"28"	"580"	"61.1"	"9.01"	"132.23"	"29"	"stress response;other biological processes"	"nucleus"	"nucleic acid binding activity;other molecular function"	"Pf11952"	"55602"	"ENSG00000168564"	"CDKN2AIP"	"hsa:55602; Q8TBM5; Q9NXV6; Q9NYH0"	""	"0"	"0"	"7882256.07067871"	"9715135.55224609"	"8010848.72460938"	"4099118.34716797"	"5630673.53173828"	"3211573.35302734"	"7327100.82080078"	"6955656.36035156"	"7292440.9140625"	"6484468.73510742"	"21222.31640625"	"6476794.51074219"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""	"8010848.72460938"	"4099118.34716797"	"7292440.9140625"	"6476794.51074219"	"11.99"	"28.37"	"2.85"	"86.18"
"False"	"High"	"High"	"IsMasterProtein"	"O60885"	"Bromodomain-containing protein 4 OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=2"	"0.00000"	"0.00000"	"130.333"	"31"	"37"	"522"	"0"	"30"	"1362"	"152.1"	"9.19"	"204.35"	"37"	"cell organization and biogenesis;stress response;other biological processes"	"nucleus;other cell component"	"nucleic acid binding activity;kinase activity;other molecular function"	"Pf00439, Pf17035, Pf17105"	"23476"	"ENSG00000141867"	"BRD4"	"hsa:23476; O60433; O60885; Q4G0X8; Q86YS8; Q96PD3"	"Potential therapeutics for SARS; Regulation of PD-L1(CD274) transcription"	"4"	"10"	"8130375.39648438"	"10938239.1586914"	"9212409.46777344"	"4441714.86279297"	"5562842.02612305"	"2816866.18652344"	"10251992.7719727"	"9760988.67578125"	"10320598.1000977"	"7824066.96386719"	""	"7326617.57519531"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"9212409.46777344"	"4441714.86279297"	"10251992.7719727"	"7571257.92236497"	"15.02"	"32.31"	"3.02"	"4.64"
"False"	"High"	"High"	"IsMasterProtein"	"Q9NZN3"	"EH domain-containing protein 3 OS=Homo sapiens OX=9606 GN=EHD3 PE=1 SV=2"	"0.00000"	"0.00000"	"130.312"	"58"	"26"	"411"	"0"	"12"	"535"	"60.8"	"6.57"	"153.01"	"26"	"cell organization and biogenesis;other metabolic processes;transport;other biological processes"	"plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00350, Pf12763, Pf16880, Pf18150"	"30845"	"ENSG00000013016"	"EHD3"	"B4DFR5; D6W574; hsa:30845; Q8N514; Q9NZB3; Q9NZN3"	"Factors involved in megakaryocyte development and platelet production"	"2"	"5"	"2430224.99609375"	"3426574.26611328"	"3648205.75146484"	"2117613.26074219"	"2323662.77441406"	"968111.831787109"	"10438144.3261719"	"9186202.47949219"	"9851433.50976563"	"9355147.73339844"	""	"9276093.77319336"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"3426574.26611328"	"2117613.26074219"	"9851433.50976563"	"9315536.89473029"	"20.48"	"40.51"	"6.38"	"0.60"
"False"	"High"	"High"	"IsMasterProtein"	"Q96PZ0"	"Pseudouridylate synthase 7 homolog OS=Homo sapiens OX=9606 GN=PUS7 PE=1 SV=2"	"0.00000"	"0.00000"	"130.277"	"59"	"34"	"406"	"0"	"34"	"661"	"75.0"	"6.37"	"164.74"	"34"	"RNA metabolism OR transcription;other metabolic processes;other biological processes"	"nucleus"	"other molecular function"	"Pf01142"	"54517"	"ENSG00000091127"	"PUS7"	"hsa:54517; Q75MG4; Q96PZ0; Q9NX19"	"tRNA modification in the nucleus and cytosol"	"1"	"0"	"7191361.5078125"	"8431028.20507813"	"8297784.72753906"	"2870291.96582031"	"4691166.66210938"	"2176827.80371094"	"17278444.3227539"	"15116276.5751953"	"15871203.671875"	"11870129.9921875"	""	"13319161.9077148"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"n/a"	"High"	"1"	""	"8297784.72753906"	"2870291.96582031"	"15871203.671875"	"12573789.5334528"	"8.53"	"40.01"	"6.82"	"8.14"
"False"	"High"	"High"	"IsMasterProtein"	"O00231"	"26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3"	"0.00000"	"0.00000"	"130.256"	"69"	"27"	"508"	"0"	"27"	"422"	"47.4"	"6.48"	"241.53"	"27"	"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes"	"non-structural extracellular;cytosol;nucleus;other cell component"	"other molecular function"	"Pf01399, Pf18055, Pf18503"	"5717"	"ENSG00000108671"	"PSMD11"	"A8K3I7; E1P663; hsa:5717; O00231; O00495; Q53FT5"	"Separation of Sister Chromatids; FCERI mediated NF-kB activation; Downstream TCR signaling; Antigen processing: Ubiquitination & Proteasome degradation; Proteasome assembly; Ub-specific processing proteases; The role of GTSE1 in G2/M progression after G2 checkpoint; Somitogenesis; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Neddylation; Regulation of expression of SLITs and ROBOs; Neutrophil degranulation; ER-Phagosome pathway; Activation of NF-kappaB in B cells; Cross-presentation of soluble exogenous antigens (endosomes); Autodegradation of Cdh1 by Cdh1:APC/C; SCF-beta-TrCP mediated degradation of Emi1; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Vpu mediated degradation of CD4; Vif-mediated degradation of APOBEC3G; SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Regulation of activated PAK-2p34 by proteasome mediated degradation; Autodegradation of the E3 ubiquitin ligase COP1; Regulation of ornithine decarboxylase (ODC); ABC-family proteins mediated transport; AUF1 (hnRNP D0) binds and destabilizes mRNA; Asymmetric localization of PCP proteins; Degradation of AXIN; Degradation of DVL; Hedgehog ligand biogenesis; Hh mutants are degraded by ERAD; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; Degradation of GLI2 by the proteasome; GLI3 is processed to GLI3R by the proteasome; Hedgehog 'on' state; Regulation of RAS by GAPs; NIK-->noncanonical NF-kB signaling; Defective CFTR causes cystic fibrosis; MAPK6/MAPK4 signaling; UCH proteinases; Assembly of the pre-replicative complex; Orc1 removal from chromatin; CDK-mediated phosphorylation and removal of Cdc6; G2/M Checkpoints; Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Regulation of RUNX3 expression and activity; Regulation of PTEN stability and activity; Interleukin-1 signaling; Negative regulation of NOTCH4 signaling; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Degradation of CDH1; GSK3B-mediated proteasomal degradation of PD-L1(CD274); SPOP-mediated proteasomal degradation of PD-L1(CD274); AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274); Degradation of CRY and PER proteins; Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide"	"70"	"0"	"54652188.6904297"	"70012755.0224609"	"63081161.5898438"	"28585833.9511719"	"42360173.7509766"	"17975688.2138672"	"54735176.2001953"	"51520479.8691406"	"54454386.3964844"	"40692611.7998047"	"6363.3291015625"	"41501201.6181641"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""	"63081161.5898438"	"28585833.9511719"	"54454386.3964844"	"40692611.7998047"	"12.29"	"41.25"	"3.32"	"86.59"
